age,job_level,housing,saving_accounts,checking_account,credit_amount,duration_months,purpose,employment_years,existing_credits,dependents,monthly_income,default
66,2,own,moderate,little,104110.0,12,car,21,2,3,60814.0,0
37,3,own,moderate,rich,131012.0,48,education,8,1,2,40778.0,0
39,1,rent,little,none,57047.0,12,appliances,39,2,3,101066.0,0
45,3,own,little,moderate,39840.0,6,business,38,3,1,30099.0,0
57,3,own,moderate,moderate,137715.0,24,repairs,18,1,1,87594.0,0
66,1,own,little,little,60830.0,36,car,0,3,2,42705.0,0
24,1,own,none,little,56692.0,60,car,10,3,1,58147.0,1
18,2,own,little,little,145053.0,36,education,9,4,2,45313.0,1
49,3,own,moderate,moderate,90358.0,12,car,0,1,3,73543.0,0
30,1,free,none,none,113158.0,60,car,26,3,0,47350.0,1
47,2,rent,moderate,moderate,45709.0,48,furniture,16,2,0,50802.0,0
40,1,own,moderate,little,57146.0,12,car,16,1,3,46858.0,0
68,2,own,none,little,262596.0,24,car,38,2,0,55189.0,0
36,2,own,none,moderate,66516.0,24,repairs,1,2,2,28311.0,1
49,2,rent,little,moderate,87380.0,18,car,22,2,3,8000.0,0
47,3,own,moderate,moderate,113825.0,60,car,9,1,2,53297.0,0
46,3,own,none,moderate,51949.0,6,car,29,2,0,83365.0,0
66,3,rent,little,moderate,222277.0,24,appliances,34,1,2,37600.0,0
62,0,own,little,little,99161.0,12,business,24,4,1,58822.0,1
46,2,own,little,little,85661.0,24,car,16,2,0,18350.0,0
47,1,rent,little,little,187375.0,36,car,18,1,1,34987.0,1
33,2,rent,rich,little,170601.0,12,business,17,2,1,45870.0,0
57,2,own,rich,little,321321.0,18,car,17,3,3,44461.0,0
36,2,rent,none,little,75946.0,60,repairs,34,2,3,65111.0,1
35,2,own,rich,rich,368047.0,36,education,9,3,2,12299.0,0
18,3,rent,little,rich,145464.0,24,car,22,3,2,41940.0,1
31,1,own,little,moderate,272186.0,12,appliances,21,2,0,33731.0,0
68,2,rent,none,none,178346.0,18,furniture,8,2,2,28601.0,1
64,1,free,little,little,67159.0,36,car,31,3,2,31839.0,1
67,1,free,little,none,59861.0,36,furniture,25,4,3,49906.0,1
19,1,free,none,moderate,33441.0,12,business,28,1,3,47633.0,0
45,3,own,moderate,moderate,29545.0,36,car,18,2,1,41460.0,0
66,3,own,little,moderate,68367.0,6,furniture,28,3,2,20670.0,0
67,3,own,none,little,211124.0,6,car,34,1,3,40196.0,0
47,3,rent,none,none,73213.0,24,appliances,11,2,0,65285.0,0
55,1,rent,little,little,65785.0,12,furniture,7,1,2,15428.0,0
68,1,own,none,little,150209.0,6,car,24,3,0,32153.0,0
21,2,free,little,little,58870.0,36,education,26,2,1,24361.0,1
18,2,rent,moderate,little,297848.0,24,business,5,4,1,25115.0,1
25,2,free,none,little,84373.0,36,appliances,12,1,3,40636.0,1
46,1,rent,none,little,172545.0,36,furniture,10,2,3,33476.0,1
56,2,own,little,little,87549.0,36,appliances,37,1,1,29577.0,0
20,2,own,little,none,100182.0,18,furniture,5,1,0,45345.0,0
49,1,own,little,little,194124.0,12,car,4,2,1,16790.0,0
27,2,own,moderate,little,113279.0,24,appliances,6,2,1,80929.0,0
27,2,rent,little,moderate,241899.0,12,education,18,2,3,34797.0,0
36,2,rent,moderate,none,61699.0,36,education,5,3,2,38247.0,1
63,1,rent,little,little,45278.0,24,appliances,24,2,3,38828.0,0
51,2,rent,moderate,little,34558.0,12,education,8,1,3,27551.0,1
50,0,own,little,none,209605.0,24,car,19,2,0,67528.0,0
40,1,own,none,little,169558.0,48,appliances,24,3,1,49633.0,1
45,2,own,little,moderate,84172.0,6,car,7,3,2,8000.0,0
49,2,own,little,little,118096.0,12,education,36,2,2,22716.0,0
67,1,own,none,none,187525.0,36,car,37,1,3,33392.0,1
24,2,own,rich,none,88068.0,12,car,1,3,3,56411.0,0
46,2,own,little,none,34337.0,6,business,21,1,1,66436.0,0
25,2,own,little,little,34600.0,18,furniture,35,4,0,42545.0,0
18,2,rent,rich,moderate,51185.0,24,education,3,3,1,73610.0,0
20,2,own,little,little,104959.0,24,appliances,0,4,2,58926.0,0
41,2,own,rich,none,56108.0,24,furniture,32,3,0,83585.0,0
40,1,own,moderate,none,183522.0,48,education,23,1,3,34924.0,1
25,1,free,little,moderate,45974.0,36,business,4,4,3,37738.0,1
64,2,own,moderate,moderate,65116.0,60,business,34,1,2,48848.0,1
54,2,own,rich,little,33097.0,24,education,25,3,1,31709.0,0
20,2,rent,none,moderate,75575.0,6,furniture,25,1,0,59081.0,0
68,1,own,little,moderate,99138.0,60,furniture,4,4,1,22750.0,1
50,0,free,moderate,moderate,188463.0,6,furniture,17,2,1,18361.0,1
45,2,own,little,moderate,106084.0,36,furniture,24,2,1,43994.0,0
64,1,own,moderate,little,153974.0,6,business,39,3,3,71643.0,0
25,2,own,none,none,180425.0,36,car,37,2,2,53858.0,1
51,0,rent,little,none,124912.0,48,repairs,20,3,0,59696.0,0
52,2,own,none,none,57644.0,18,business,23,1,0,75018.0,0
49,3,own,moderate,rich,125839.0,12,car,27,1,2,52788.0,0
41,1,own,none,moderate,241031.0,12,car,3,4,0,38777.0,1
31,2,own,rich,little,81718.0,24,business,7,4,0,71209.0,0
49,0,own,little,none,137694.0,12,business,32,2,1,62389.0,0
63,2,rent,little,moderate,135578.0,36,repairs,2,1,1,31794.0,0
60,2,rent,little,moderate,79112.0,18,car,19,4,2,29709.0,0
33,2,own,little,moderate,173234.0,18,car,34,2,0,44050.0,0
21,2,own,moderate,none,78369.0,24,appliances,38,3,2,61181.0,0
69,3,rent,moderate,little,129551.0,24,car,6,4,2,27496.0,0
54,1,own,none,little,85509.0,12,business,26,4,2,47421.0,0
38,0,own,moderate,moderate,101334.0,36,car,4,2,2,61303.0,0
31,3,own,rich,none,172844.0,48,business,36,4,1,40559.0,0
48,2,rent,none,moderate,30694.0,12,car,0,2,3,50073.0,0
65,3,free,none,moderate,142943.0,12,business,21,4,2,53819.0,0
35,2,rent,little,moderate,150889.0,36,education,6,1,0,58554.0,0
24,3,own,moderate,rich,69917.0,12,repairs,7,1,3,46436.0,0
27,2,own,little,rich,96876.0,6,car,29,1,1,42759.0,0
24,2,rent,little,moderate,54955.0,24,car,27,4,3,63299.0,0
50,3,own,little,little,61120.0,12,car,25,2,3,8000.0,0
40,2,free,none,none,116143.0,12,appliances,33,1,1,60491.0,0
38,1,free,moderate,moderate,476910.0,60,education,31,3,2,55500.0,1
36,1,own,moderate,rich,147028.0,12,education,21,4,3,72422.0,0
65,1,free,none,little,59338.0,48,car,19,2,1,55349.0,0
36,1,own,little,little,157232.0,12,furniture,13,4,1,26330.0,1
53,1,rent,moderate,none,139879.0,36,furniture,22,2,3,46845.0,0
46,2,own,rich,little,35027.0,24,furniture,2,2,1,27368.0,0
35,2,own,little,moderate,81672.0,6,business,18,4,3,65636.0,0
19,2,rent,moderate,moderate,90624.0,36,car,13,3,3,8000.0,1
18,2,rent,little,rich,105963.0,48,education,39,3,1,16170.0,1
64,0,own,none,little,96867.0,12,appliances,38,4,1,23390.0,1
22,0,own,little,little,107868.0,36,appliances,36,1,1,15698.0,1
37,1,own,little,none,56326.0,18,business,34,1,3,39149.0,1
28,2,own,moderate,moderate,81220.0,36,car,0,2,0,37458.0,0
59,1,own,little,little,84164.0,36,education,18,1,1,59921.0,0
19,1,own,little,little,197991.0,6,car,14,4,1,10627.0,1
20,2,own,moderate,none,64958.0,12,car,24,4,2,35350.0,0
40,3,own,little,little,85247.0,24,education,0,3,1,49692.0,0
29,0,own,moderate,moderate,79730.0,48,appliances,30,1,3,28233.0,1
37,2,own,moderate,moderate,255870.0,18,car,36,1,1,15254.0,0
22,2,own,moderate,none,147134.0,24,car,21,2,2,57706.0,0
54,2,free,moderate,rich,56375.0,6,education,19,4,0,55248.0,0
55,3,own,little,moderate,125300.0,36,car,4,4,0,8000.0,1
47,0,free,little,little,53800.0,24,education,14,4,1,37279.0,1
26,1,rent,rich,none,115421.0,36,car,1,3,0,33945.0,0
51,3,rent,none,moderate,224049.0,48,car,11,3,3,77691.0,1
61,2,rent,little,none,30522.0,12,education,6,3,0,10995.0,1
52,2,rent,moderate,moderate,53910.0,12,appliances,1,4,3,36901.0,0
69,2,own,moderate,moderate,108392.0,60,business,7,4,0,58681.0,0
39,2,own,moderate,little,77839.0,12,appliances,8,1,0,42846.0,0
61,3,rent,moderate,rich,112237.0,36,car,26,4,3,64270.0,0
41,3,own,little,little,93901.0,36,appliances,27,4,3,9310.0,1
34,2,rent,rich,moderate,36009.0,36,furniture,36,3,1,21804.0,0
27,1,own,little,little,143371.0,12,appliances,14,1,3,39329.0,0
47,3,rent,moderate,little,44316.0,12,furniture,18,4,1,53795.0,0
63,0,own,none,little,111671.0,36,car,29,2,2,45073.0,1
40,1,own,moderate,little,75154.0,12,car,12,3,3,56012.0,0
49,3,own,little,none,416917.0,36,education,5,2,1,38937.0,1
34,1,rent,none,moderate,91809.0,24,car,29,1,1,21428.0,1
67,1,rent,none,rich,121857.0,18,appliances,0,3,0,54941.0,0
68,1,own,rich,little,137638.0,18,car,37,1,3,17453.0,0
34,3,rent,moderate,moderate,120882.0,48,furniture,24,4,0,27566.0,1
31,2,own,little,moderate,97148.0,24,car,34,3,1,20368.0,0
26,2,own,none,none,54484.0,24,car,25,1,3,48289.0,0
57,1,own,moderate,none,92311.0,48,business,12,1,1,43554.0,0
19,2,own,none,moderate,32224.0,36,education,18,1,0,24515.0,0
62,2,own,little,rich,132261.0,60,appliances,9,2,1,30714.0,0
42,1,own,little,little,569375.0,12,car,6,3,1,38663.0,1
56,2,rent,none,moderate,109756.0,36,appliances,14,1,0,56407.0,0
26,1,rent,moderate,little,121019.0,18,furniture,22,3,3,45506.0,1
39,3,own,little,little,38904.0,36,appliances,35,4,0,50131.0,0
60,2,own,little,little,60502.0,48,car,30,4,3,52790.0,1
63,3,own,moderate,rich,168873.0,12,business,7,1,3,44614.0,0
21,1,own,little,moderate,41425.0,18,education,29,3,2,48838.0,0
43,2,own,moderate,rich,63781.0,36,furniture,33,1,1,42436.0,0
46,2,own,moderate,moderate,138791.0,6,car,32,1,3,71526.0,0
62,2,free,rich,little,160407.0,36,education,0,2,3,54522.0,0
51,3,rent,little,rich,92463.0,12,car,15,3,0,78015.0,0
40,1,own,none,none,106257.0,48,education,10,2,3,67827.0,1
54,1,own,little,none,106109.0,12,education,26,1,3,41425.0,0
28,2,own,moderate,moderate,47098.0,24,business,21,2,0,41458.0,0
23,2,rent,little,rich,94466.0,12,repairs,39,2,3,15160.0,0
35,2,own,rich,rich,114135.0,12,car,18,2,1,25022.0,0
38,1,own,none,little,93616.0,18,furniture,5,4,1,63176.0,0
59,2,rent,none,little,31091.0,24,furniture,39,4,0,62303.0,0
53,1,own,moderate,little,248050.0,6,business,38,2,3,8632.0,0
58,2,own,moderate,little,51225.0,48,appliances,19,3,1,68676.0,0
55,2,own,none,moderate,103082.0,6,repairs,2,4,2,66321.0,0
51,2,own,none,none,119740.0,36,appliances,0,2,0,65122.0,0
34,1,own,none,moderate,75140.0,24,appliances,22,1,0,54221.0,0
54,2,own,little,rich,114314.0,24,repairs,37,4,1,54143.0,0
42,1,own,none,moderate,61997.0,12,furniture,2,1,0,41666.0,0
55,1,own,little,little,357990.0,24,appliances,33,2,3,33606.0,1
29,2,rent,little,little,84431.0,24,business,16,2,1,65440.0,0
40,3,own,little,moderate,169296.0,12,car,26,2,2,40282.0,0
59,1,own,little,rich,51248.0,12,car,38,1,3,8000.0,0
39,2,rent,rich,none,152172.0,6,car,22,4,2,56168.0,0
38,3,rent,none,moderate,64195.0,6,business,37,2,2,26035.0,1
44,3,rent,rich,none,42792.0,6,education,10,3,0,47736.0,0
48,1,own,moderate,moderate,52102.0,12,car,14,2,2,74873.0,0
23,3,own,moderate,moderate,59353.0,36,business,25,4,3,82841.0,0
44,1,rent,rich,moderate,105543.0,18,car,10,4,1,57486.0,0
57,1,rent,little,little,554307.0,18,appliances,6,3,1,68680.0,0
51,0,own,none,little,509612.0,12,business,7,2,2,58408.0,1
29,2,free,moderate,little,81380.0,24,repairs,4,4,2,59483.0,0
62,1,own,moderate,moderate,175545.0,18,car,16,4,1,61548.0,0
24,1,free,moderate,rich,46524.0,36,appliances,22,4,2,25776.0,1
27,1,rent,none,little,27933.0,36,furniture,1,1,3,21952.0,1
62,3,rent,little,moderate,100544.0,24,furniture,26,4,2,63242.0,0
34,3,free,little,little,137005.0,12,furniture,20,4,2,50514.0,0
43,1,rent,rich,rich,157937.0,24,education,6,1,3,47865.0,0
38,3,own,moderate,rich,188682.0,12,repairs,37,2,1,36458.0,0
45,3,own,none,rich,80962.0,48,education,25,3,1,38554.0,0
63,2,own,little,moderate,103076.0,36,appliances,29,1,2,67621.0,0
19,1,own,little,little,161578.0,24,car,11,1,1,29721.0,0
60,2,rent,none,none,202012.0,60,furniture,10,1,3,45241.0,1
18,3,own,moderate,little,57281.0,24,education,16,4,2,30812.0,0
68,2,own,moderate,little,112017.0,18,furniture,9,2,2,17036.0,0
53,1,own,little,little,145762.0,6,repairs,15,2,2,46926.0,0
68,2,rent,little,moderate,107854.0,24,business,14,2,0,58337.0,0
43,2,own,moderate,moderate,67967.0,48,furniture,14,3,0,25875.0,0
46,2,own,little,moderate,98899.0,48,business,19,2,3,32214.0,1
38,1,own,none,moderate,135651.0,24,furniture,3,3,2,23690.0,0
28,1,rent,rich,little,62543.0,18,car,31,4,3,47396.0,0
57,3,own,little,none,48130.0,36,education,21,2,0,36250.0,0
28,3,rent,moderate,moderate,339669.0,36,education,34,3,2,8000.0,1
53,1,own,moderate,moderate,110472.0,18,repairs,13,4,0,38629.0,0
66,3,own,little,moderate,173340.0,24,car,29,4,2,63728.0,0
56,1,free,little,little,111938.0,36,education,30,3,3,65863.0,0
57,2,own,moderate,little,185385.0,48,car,9,4,3,66764.0,1
52,2,own,moderate,moderate,103519.0,36,car,5,4,3,27114.0,1
51,3,own,moderate,little,140402.0,6,education,26,2,0,23651.0,0
64,3,own,moderate,little,50730.0,12,car,10,3,3,33343.0,0
41,1,own,rich,none,34232.0,48,business,35,4,1,62512.0,1
39,3,own,rich,moderate,74170.0,36,education,9,1,1,61882.0,0
22,1,own,moderate,moderate,41962.0,18,car,15,1,3,45052.0,0
50,2,own,rich,moderate,27717.0,24,furniture,23,4,3,65128.0,0
53,2,rent,little,none,118308.0,48,car,20,2,0,55926.0,1
64,2,rent,none,little,34145.0,48,appliances,39,1,2,36321.0,1
37,1,own,moderate,none,174503.0,36,car,35,2,0,38789.0,1
36,3,own,none,moderate,234383.0,12,car,22,4,0,22169.0,0
52,1,own,moderate,little,41531.0,36,education,20,3,3,42769.0,0
69,0,own,little,little,117383.0,12,repairs,31,4,1,34031.0,0
60,2,own,moderate,moderate,300968.0,48,appliances,16,4,1,26951.0,0
34,2,own,little,moderate,74370.0,12,car,16,1,1,31745.0,0
62,3,own,moderate,little,142416.0,36,car,20,3,0,71899.0,0
60,1,own,moderate,moderate,414879.0,24,education,3,2,1,36667.0,0
51,1,own,none,moderate,36088.0,36,appliances,22,2,1,73390.0,0
26,3,free,moderate,moderate,53553.0,24,furniture,24,3,3,46035.0,0
43,2,own,moderate,none,138476.0,6,furniture,31,2,1,40879.0,0
19,1,rent,little,none,363474.0,36,car,5,1,2,54389.0,1
26,2,rent,none,moderate,64426.0,18,car,13,4,3,8000.0,1
26,2,own,none,none,425678.0,18,education,37,2,2,82468.0,0
57,2,own,rich,little,106849.0,60,car,37,1,0,62192.0,0
34,2,own,little,little,30323.0,24,car,15,2,1,48711.0,0
18,3,own,moderate,moderate,256347.0,36,car,31,1,0,59646.0,0
42,3,own,little,moderate,74744.0,24,furniture,15,2,0,45983.0,0
60,2,rent,moderate,moderate,129200.0,36,car,18,2,1,34073.0,0
57,1,own,little,moderate,36479.0,36,furniture,36,3,3,44579.0,0
59,3,own,moderate,little,62821.0,36,appliances,20,3,0,37410.0,0
42,2,rent,moderate,little,40210.0,60,car,14,1,1,28824.0,0
56,2,rent,little,none,37730.0,24,education,25,3,1,37893.0,0
52,1,own,moderate,none,104697.0,36,appliances,29,4,2,48828.0,1
20,3,rent,none,moderate,138700.0,36,furniture,39,3,0,51398.0,1
67,2,own,little,moderate,71107.0,18,car,14,1,0,70389.0,0
54,1,own,rich,moderate,41677.0,24,car,12,3,1,39433.0,0
61,2,own,little,little,45905.0,60,education,26,1,2,32287.0,0
61,3,own,little,moderate,123374.0,6,education,22,4,3,22367.0,0
68,0,free,little,moderate,105495.0,18,car,33,1,2,52960.0,0
47,3,own,rich,moderate,124598.0,24,appliances,33,1,0,71252.0,0
55,2,own,moderate,little,251461.0,6,business,22,4,2,37964.0,0
51,2,own,none,none,139415.0,48,car,19,4,0,34866.0,1
29,1,own,moderate,none,126174.0,12,business,8,1,3,60572.0,0
36,1,own,little,little,408902.0,12,car,19,2,0,25856.0,1
54,3,own,rich,moderate,83711.0,36,business,38,2,3,74163.0,0
61,1,rent,little,none,412588.0,12,car,13,1,3,43640.0,1
66,2,own,rich,little,231962.0,36,business,25,3,3,51763.0,0
34,1,own,little,moderate,82557.0,36,car,26,1,2,45679.0,0
27,1,own,little,moderate,159996.0,36,education,33,1,3,8000.0,1
66,0,own,rich,moderate,86758.0,36,car,28,3,1,43810.0,0
64,2,own,none,none,41696.0,6,business,31,4,0,38120.0,0
29,3,rent,little,moderate,98241.0,6,car,4,1,0,52014.0,0
33,1,free,none,little,40934.0,18,car,3,2,0,65570.0,0
41,1,own,little,little,113525.0,6,car,22,4,0,53875.0,0
36,1,own,none,little,159578.0,24,car,20,4,3,33012.0,1
25,2,rent,moderate,moderate,86669.0,18,business,32,1,2,74647.0,0
48,2,own,little,rich,113388.0,24,repairs,23,2,2,45813.0,0
38,3,own,little,little,112267.0,12,business,15,3,2,68053.0,0
34,2,own,little,moderate,163834.0,24,appliances,31,3,2,60877.0,0
40,2,rent,little,moderate,104160.0,18,car,18,3,0,27064.0,0
54,1,own,little,little,81729.0,12,car,25,2,1,64087.0,0
33,3,rent,moderate,moderate,159431.0,24,education,2,4,1,60619.0,0
23,1,rent,none,moderate,108568.0,36,repairs,34,4,2,46394.0,1
25,0,own,little,moderate,27410.0,36,business,38,1,0,36960.0,0
42,2,rent,moderate,little,80004.0,48,furniture,17,4,3,59665.0,1
35,2,rent,moderate,moderate,72381.0,36,car,6,4,2,62881.0,0
42,2,own,none,none,107848.0,36,car,31,3,3,37629.0,1
29,2,own,moderate,moderate,101113.0,6,furniture,23,3,3,55907.0,0
32,2,own,moderate,moderate,30632.0,12,business,15,3,3,38941.0,0
43,1,own,moderate,moderate,40335.0,36,car,23,4,1,35114.0,0
58,3,own,little,little,55731.0,12,appliances,3,1,2,52785.0,0
62,2,own,little,moderate,102608.0,18,appliances,31,4,0,59203.0,0
43,2,own,moderate,little,188020.0,12,appliances,33,1,0,54336.0,0
64,2,rent,little,little,37715.0,12,appliances,18,4,0,42525.0,0
49,1,own,moderate,moderate,65955.0,36,car,13,2,2,24358.0,1
27,2,own,little,little,95886.0,12,repairs,37,4,1,39426.0,1
33,2,own,moderate,moderate,56453.0,18,furniture,12,2,3,51708.0,0
24,1,own,little,little,104029.0,12,appliances,21,1,0,83774.0,0
34,2,own,none,little,144953.0,36,car,30,4,1,27495.0,1
40,3,own,none,none,62687.0,36,furniture,29,4,3,42921.0,0
43,2,own,little,none,120156.0,18,car,22,1,3,42092.0,0
38,3,rent,little,little,92161.0,36,car,11,3,1,8000.0,1
39,1,rent,moderate,moderate,49540.0,12,appliances,13,3,2,34377.0,0
24,0,own,little,little,90714.0,36,appliances,35,2,2,23510.0,1
31,1,rent,little,moderate,129832.0,36,education,7,4,1,37758.0,1
32,2,rent,little,moderate,230555.0,60,education,23,3,3,72062.0,0
24,1,own,none,little,264751.0,12,business,2,1,0,56803.0,1
26,0,free,none,rich,70220.0,6,furniture,13,1,0,48127.0,0
68,3,rent,moderate,little,67726.0,12,business,10,4,2,80096.0,0
65,3,own,moderate,little,101137.0,12,furniture,37,2,0,70375.0,0
25,2,own,none,rich,71281.0,12,education,27,1,3,30545.0,0
67,1,own,none,moderate,204397.0,18,repairs,22,4,1,12114.0,1
40,1,own,none,moderate,104863.0,18,furniture,17,2,3,8000.0,0
46,0,rent,little,moderate,102043.0,48,furniture,19,3,0,29164.0,1
35,2,own,little,moderate,145217.0,12,appliances,32,4,3,34786.0,0
48,3,rent,moderate,moderate,108652.0,60,appliances,1,2,2,72851.0,0
47,2,rent,moderate,moderate,118557.0,36,repairs,38,1,1,66638.0,0
69,1,rent,little,moderate,115603.0,48,education,36,3,1,61548.0,0
56,2,rent,little,moderate,90510.0,48,furniture,25,1,0,35940.0,0
52,1,own,none,moderate,57442.0,36,car,1,1,0,41604.0,0
35,1,own,none,rich,283626.0,36,car,2,3,3,37658.0,1
59,2,rent,little,moderate,57329.0,18,business,19,4,3,84683.0,0
56,2,own,none,moderate,266342.0,24,car,9,4,1,33726.0,1
34,1,own,moderate,moderate,121160.0,48,education,20,4,2,30714.0,1
31,0,rent,none,moderate,68806.0,18,appliances,39,1,2,55169.0,0
48,3,rent,moderate,moderate,137711.0,6,repairs,8,1,0,27669.0,0
41,1,own,little,none,158190.0,36,car,1,4,2,55041.0,1
52,0,rent,moderate,moderate,276764.0,24,furniture,27,4,1,50207.0,0
61,1,rent,moderate,none,44829.0,36,appliances,2,3,2,31655.0,1
62,0,own,moderate,rich,90762.0,6,education,15,1,1,38807.0,0
51,1,own,little,none,225556.0,24,appliances,3,2,0,29779.0,1
20,3,free,none,moderate,154497.0,12,appliances,22,4,3,63253.0,0
54,1,own,little,none,132139.0,48,furniture,29,4,2,42344.0,1
60,2,own,little,little,239688.0,12,furniture,37,1,1,41148.0,0
57,2,own,moderate,little,88613.0,36,furniture,12,4,0,59570.0,0
43,2,rent,moderate,moderate,23416.0,6,business,5,4,1,57154.0,0
40,3,own,moderate,none,79229.0,6,furniture,9,1,2,49215.0,0
61,3,own,rich,moderate,330068.0,12,business,16,4,1,63794.0,0
56,0,own,moderate,little,118076.0,18,appliances,7,3,0,42200.0,0
32,2,free,moderate,moderate,59548.0,24,car,8,2,0,28936.0,0
66,2,own,rich,moderate,219801.0,12,repairs,33,1,3,47667.0,0
21,3,own,little,little,163885.0,18,education,16,3,3,44358.0,0
46,2,free,moderate,rich,107819.0,12,appliances,21,1,2,70856.0,0
39,3,own,none,none,140236.0,48,car,2,1,0,40255.0,0
42,2,free,little,none,53618.0,6,car,39,1,2,73621.0,0
30,1,free,moderate,little,79439.0,18,furniture,28,2,0,23133.0,0
35,2,rent,none,little,94944.0,24,furniture,38,3,2,40750.0,1
50,3,own,little,moderate,190900.0,48,car,26,2,0,39320.0,0
33,3,rent,moderate,moderate,71022.0,48,appliances,38,1,2,39216.0,0
62,0,rent,none,little,97202.0,48,furniture,39,4,1,65473.0,1
59,2,free,little,rich,234356.0,6,repairs,36,2,3,36656.0,0
61,1,own,little,moderate,448918.0,36,education,2,4,1,62850.0,1
19,0,rent,none,none,58549.0,36,car,18,1,3,43466.0,1
52,2,own,none,none,107363.0,48,education,33,4,2,43240.0,1
59,1,own,moderate,little,39944.0,18,repairs,13,2,0,20896.0,0
51,3,own,moderate,none,97861.0,48,education,20,3,0,67581.0,0
47,1,rent,none,rich,82945.0,18,car,1,4,2,72604.0,0
30,3,own,rich,moderate,209111.0,24,appliances,9,2,0,22503.0,0
30,0,own,little,moderate,48838.0,18,car,16,3,2,74088.0,0
35,1,free,little,moderate,44982.0,18,business,1,1,1,19018.0,1
49,1,own,moderate,little,245871.0,24,education,26,3,2,41968.0,0
49,1,rent,none,moderate,67516.0,18,furniture,0,1,0,43179.0,0
52,0,own,none,little,111130.0,36,car,35,2,0,39562.0,1
56,1,own,none,moderate,117833.0,24,appliances,32,2,2,64598.0,0
63,2,rent,none,little,61550.0,36,appliances,21,3,2,58455.0,0
69,1,free,moderate,little,61590.0,12,education,34,2,2,14414.0,0
46,2,own,moderate,moderate,194103.0,60,car,33,2,2,71499.0,0
66,1,rent,rich,moderate,148189.0,36,car,17,1,3,75127.0,0
46,3,own,rich,moderate,97791.0,12,car,35,2,3,57218.0,0
61,3,own,moderate,little,90937.0,36,education,2,4,1,38716.0,0
33,2,own,little,none,119368.0,12,furniture,15,1,3,48956.0,0
61,1,own,none,moderate,124159.0,6,car,10,4,0,39880.0,0
64,1,own,moderate,little,210383.0,24,furniture,9,3,3,62601.0,0
27,3,own,little,moderate,97488.0,24,business,20,4,3,12741.0,0
47,0,own,moderate,moderate,128771.0,12,appliances,24,2,0,52207.0,0
42,1,own,moderate,little,151889.0,18,education,34,3,3,65786.0,0
56,1,own,little,moderate,153501.0,48,business,5,2,2,40584.0,1
37,1,own,none,none,235586.0,12,furniture,7,3,3,54935.0,1
22,1,free,little,rich,97973.0,12,furniture,33,3,3,13374.0,1
18,2,rent,little,little,70297.0,60,business,0,1,3,27835.0,1
47,1,own,moderate,none,79636.0,18,business,2,4,2,52140.0,1
66,2,free,rich,little,145001.0,36,furniture,37,2,2,53121.0,0
20,1,rent,none,none,92516.0,12,education,26,3,1,34543.0,1
62,0,own,none,little,389290.0,24,appliances,12,1,1,50493.0,1
31,3,own,none,moderate,99464.0,18,education,18,3,2,43981.0,0
47,1,rent,little,moderate,55661.0,60,education,18,4,0,11934.0,1
67,3,own,little,little,119805.0,18,business,5,3,1,40818.0,0
21,2,rent,moderate,rich,248522.0,24,car,13,4,3,58037.0,0
35,0,rent,little,moderate,60509.0,48,education,4,3,3,68881.0,0
54,3,rent,none,little,59470.0,60,repairs,35,4,3,40667.0,1
42,1,free,moderate,moderate,88248.0,12,furniture,8,2,0,51950.0,0
65,3,own,none,moderate,67000.0,36,car,22,4,1,48105.0,0
18,1,own,little,little,43909.0,18,education,31,4,2,54624.0,1
63,3,rent,moderate,none,39164.0,24,car,28,2,2,33338.0,0
32,0,own,moderate,none,113489.0,18,education,27,4,0,43706.0,0
26,2,rent,little,little,151604.0,18,car,39,3,2,54799.0,1
32,2,free,moderate,moderate,64816.0,12,education,10,3,0,52250.0,0
66,3,rent,moderate,little,94626.0,24,education,18,3,2,55921.0,0
41,3,own,moderate,rich,110302.0,24,furniture,0,2,2,59346.0,0
21,3,own,little,none,50861.0,12,furniture,8,4,0,47877.0,0
29,3,own,little,moderate,165267.0,24,car,1,4,2,50340.0,0
54,1,own,moderate,none,112099.0,60,furniture,3,3,1,34798.0,1
54,1,rent,little,moderate,135224.0,36,furniture,28,4,2,60494.0,0
60,1,rent,little,moderate,148447.0,24,car,3,3,3,25567.0,1
23,1,rent,little,none,423140.0,48,business,0,3,0,56146.0,1
56,1,own,little,moderate,53383.0,24,business,27,3,2,47371.0,0
63,2,own,little,moderate,57777.0,12,car,17,2,1,32113.0,0
41,1,rent,little,moderate,270968.0,24,car,12,1,2,32890.0,1
28,2,own,moderate,little,145996.0,12,car,39,1,2,48864.0,0
30,1,own,moderate,little,102890.0,36,education,5,4,3,40518.0,0
51,1,rent,moderate,none,74098.0,60,car,38,3,1,37271.0,1
42,2,rent,none,moderate,85894.0,18,car,21,1,2,52555.0,1
24,2,own,moderate,none,86900.0,18,furniture,29,1,2,14813.0,0
69,2,rent,moderate,little,40256.0,18,repairs,26,4,3,46658.0,0
21,2,own,none,moderate,177003.0,12,business,7,2,0,38274.0,1
25,1,free,moderate,none,29543.0,36,appliances,27,4,0,22884.0,1
37,2,own,rich,little,59312.0,24,car,1,4,0,38922.0,0
46,0,own,moderate,little,76186.0,6,car,19,3,3,21370.0,1
68,1,rent,moderate,moderate,357214.0,36,car,10,2,0,66274.0,0
62,2,own,rich,moderate,92923.0,12,repairs,13,4,1,57973.0,0
63,0,rent,little,little,119357.0,60,furniture,23,1,0,59897.0,1
